"token";"pos";"reference";"ner_raw";"token_normalized";"pos_normalized";"ner_norm";"ner_geoname_ne";"ner_geoname_ne_nn";"ner_geoname_ne_nn_prp";"ner_geoname_ne_nn_prp2"
"Kreuz";"NN";"O";"O";"Kreuz";"NN";"O";"O";"LOC";"O";"O"
"Konto";"NN";"O";"O";"Konto";"NN";"O";"O";"O";"O";"O"
"BLZ";"NN";"O";"O";"Blz";"APPR";"O";"O";"O";"O";"O"
"Sparkasse";"NN";"O";"O";"Sparkasse";"NN";"O";"O";"O";"O";"O"
"Passau";"NE";"LOC";"O";"Passau";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Verwendungszweck";"NN";"O";"O";"Verwendungszweck";"NN";"O";"O";"O";"O";"O"
"Hochwasser";"NN";"O";"O";"Hochwasser";"NN";"O";"O";"O";"O";"O"
"Für";"APPR";"O";"O";"Für";"APPR";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Stadt";"NN";"O";"O";"Stadt";"NN";"O";"O";"LOC";"O";"O"
"Eilenburg";"NE";"LOC";"LOC";"Eilenburg";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"besteht";"VVFIN";"O";"O";"besteht";"VVFIN";"O";"O";"O";"O";"O"
"akute";"ADJA";"O";"O";"akute";"ADJA";"O";"O";"O";"O";"O"
"Gefahr";"NN";"O";"O";"Gefahr";"NN";"O";"O";"O";"O";"O"
"für";"APPR";"O";"O";"für";"APPR";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Überflutung";"NN";"O";"O";"Überflutung";"NN";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Stadt";"NN";"O";"O";"Stadt";"NN";"O";"O";"LOC";"O";"O"
"Das";"ART";"O";"O";"Das";"ART";"O";"O";"O";"O";"O"
"teilte";"VVFIN";"O";"O";"teilte";"VVFIN";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Stadtverwaltung";"NN";"O";"O";"Stadtverwaltung";"NN";"O";"O";"O";"O";"O"
"am";"APPRART";"O";"O";"am";"APPRART";"O";"O";"O";"O";"O"
"Montag";"NN";"O";"O";"Montag";"NN";"O";"O";"O";"O";"O"
"um";"APPR";"O";"O";"um";"APPR";"O";"O";"O";"O";"O"
"Uhr";"NN";"O";"O";"Uhr";"NN";"O";"O";"O";"O";"O"
"mit";"APPR";"O";"O";"mit";"APPR";"O";"O";"O";"O";"O"
"Helft";"NN";"O";"O";"Helft";"NN";"O";"O";"O";"O";"O"
"alle";"PIDAT";"O";"O";"alle";"PIDAT";"O";"O";"O";"O";"O"
"wo";"PWAV";"O";"O";"wo";"PWAV";"O";"O";"O";"O";"O"
"ihr";"PPOSAT";"O";"O";"ihr";"PPOSAT";"O";"O";"O";"O";"O"
"könnt";"ADJD";"O";"O";"könnt";"ADJD";"O";"O";"O";"O";"O"
"Hallo";"ITJ";"O";"O";"Hallo";"ITJ";"O";"O";"O";"O";"O"
"Macht";"NN";"O";"O";"Macht";"NN";"O";"O";"O";"O";"O"
"es";"PPER";"O";"O";"es";"PPER";"O";"O";"O";"O";"O"
"Sinn";"NN";"O";"O";"Sinn";"NN";"O";"O";"LOC";"O";"O"
"nach";"APPR";"O";"O";"nach";"APPR";"O";"O";"O";"O";"O"
"Eilenburg";"NE";"LOC";"LOC";"Eilenburg";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"zu";"PTKZU";"O";"O";"zu";"PTKZU";"O";"O";"O";"O";"O"
"kommen";"VVINF";"O";"O";"kommen";"VVINF";"O";"O";"O";"O";"O"
"um";"KOUI";"O";"O";"um";"KOUI";"O";"O";"O";"O";"O"
"zu";"PTKZU";"O";"O";"zu";"PTKZU";"O";"O";"O";"O";"O"
"helfen";"VVINF";"O";"O";"helfen";"VVINF";"O";"O";"O";"O";"O"
"würde";"VAFIN";"O";"O";"würde";"VAFIN";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"h";"FM";"O";"O";"h";"FM";"O";"O";"O";"O";"O"
"aus";"APPR";"O";"O";"aus";"APPR";"O";"O";"O";"O";"O"
"Bayern";"NE";"LOC";"LOC";"Bayern";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"da";"ADV";"O";"O";"da";"ADV";"O";"O";"O";"O";"O"
"sein";"PPOSAT";"O";"O";"sein";"PPOSAT";"O";"O";"O";"O";"O"
"habe";"VAFIN";"O";"O";"habe";"VAFIN";"O";"O";"O";"O";"O"
"einen";"ART";"O";"O";"einen";"ART";"O";"O";"O";"O";"O"
"Kleinbus";"NN";"O";"O";"Kleinbus";"NN";"O";"O";"O";"O";"O"
"Die";"ART";"O";"O";"Die";"ART";"O";"O";"O";"O";"O"
"Mühlinsel";"NN";"LOC";"O";"Mühlinsel";"NN";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Eilenburg";"NE";"LOC";"LOC";"Eilenburg";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Helft";"NE";"O";"O";"Helft";"NE";"O";"O";"O";"O";"O"
"alle";"PIDAT";"O";"O";"alle";"PIDAT";"O";"O";"O";"O";"O"
"zusammen";"PTKVZ";"O";"O";"zusammen";"PTKVZ";"O";"O";"O";"O";"O"
"DRINGENDER";"NE";"O";"O";"Dringender";"ADJA";"O";"O";"O";"O";"O"
"AUFRUF";"NE";"O";"O";"Aufruf";"NN";"O";"O";"O";"O";"O"
"DER";"NE";"O";"O";"Der";"ART";"O";"O";"O";"O";"O"
"FEUERWEHREN";"NE";"O";"O";"Feuerwehren";"NN";"O";"O";"O";"O";"O"
"Freiwillige";"NE";"O";"O";"Freiwillige";"NE";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"sollen";"VMFIN";"O";"O";"sollen";"VMFIN";"O";"O";"O";"O";"O"
"nicht";"PTKNEG";"O";"O";"nicht";"PTKNEG";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"anrufen";"VVINF";"O";"O";"anrufen";"VVINF";"O";"O";"O";"O";"O"
"Das";"ART";"O";"O";"Das";"ART";"O";"O";"O";"O";"O"
"blockiere";"VVFIN";"O";"O";"blockiere";"VVFIN";"O";"O";"O";"O";"O"
"den";"ART";"O";"O";"den";"ART";"O";"O";"O";"O";"O"
"Notruf";"NN";"O";"O";"Notruf";"NN";"O";"O";"O";"O";"O"
"für";"APPR";"O";"O";"für";"APPR";"O";"O";"O";"O";"O"
"Notfälle";"NN";"O";"O";"Notfälle";"NN";"O";"O";"O";"O";"O"
"Sucht";"VVFIN";"O";"O";"Sucht";"VVFIN";"O";"O";"O";"O";"O"
"man";"PIS";"O";"O";"man";"PIS";"O";"O";"O";"O";"O"
"irgendwo";"ADV";"O";"O";"irgendwo";"ADV";"O";"O";"O";"O";"O"
"noch";"ADV";"O";"O";"noch";"ADV";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"nicht";"PTKNEG";"O";"O";"nicht";"PTKNEG";"O";"O";"O";"O";"O"
"unbedingt";"ADV";"O";"O";"unbedingt";"ADV";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Eilenburg";"NE";"LOC";"LOC";"Eilenburg";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"am";"APPRART";"O";"O";"am";"APPRART";"O";"O";"O";"O";"O"
"im";"APPRART";"O";"O";"im";"APPRART";"O";"O";"O";"O";"O"
"Umland";"NN";"O";"O";"Umland";"NN";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"Der";"ART";"O";"O";"Der";"ART";"O";"O";"O";"O";"O"
"Ortsteil";"NN";"O";"O";"Ortsteil";"NN";"O";"O";"O";"O";"O"
"Bennewitz";"NE";"LOC";"O";"Bennewitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"kann";"VMFIN";"O";"O";"kann";"VMFIN";"O";"O";"O";"O";"O"
"noch";"ADV";"O";"O";"noch";"ADV";"O";"O";"O";"O";"O"
"aktive";"ADJA";"O";"O";"aktive";"ADJA";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"gebrauchen";"VVINF";"O";"O";"gebrauchen";"VVINF";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Parkplatz";"NN";"O";"O";"Parkplatz";"NN";"O";"O";"O";"O";"O"
"zum";"APPRART";"O";"O";"zum";"APPRART";"O";"O";"O";"O";"O"
"Dreibrücken";"NN";"O";"O";"Dreibrücken";"NN";"O";"O";"O";"O";"O"
"Bad";"NE";"O";"O";"Bad";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Wurzen";"NE";"LOC";"LOC";"Wurzen";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"steht";"VVFIN";"O";"O";"steht";"VVFIN";"O";"O";"O";"O";"O"
"auch";"ADV";"O";"O";"auch";"ADV";"O";"O";"O";"O";"O"
"unter";"APPR";"O";"O";"unter";"APPR";"O";"O";"O";"O";"O"
"Wasser";"NN";"O";"O";"Wasser";"NN";"O";"O";"LOC";"LOC";"LOC"
"Mehr";"PIAT";"O";"O";"Mehr";"PIAT";"O";"O";"O";"O";"O"
"Informationen";"NN";"O";"O";"Informationen";"NN";"O";"O";"O";"O";"O"
"auf";"PTKVZ";"O";"O";"auf";"PTKVZ";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"Wir";"PPER";"O";"O";"Wir";"PPER";"O";"O";"O";"O";"O"
"gehen";"VVFIN";"O";"O";"gehen";"VVFIN";"O";"O";"O";"O";"O"
"unter";"APPR";"O";"O";"unter";"APPR";"O";"O";"O";"O";"O"
"Könnten";"NN";"O";"O";"Könnten";"NN";"O";"O";"O";"O";"O"
"jede";"PIDAT";"O";"O";"jede";"PIDAT";"O";"O";"O";"O";"O"
"helfende";"ADJA";"O";"O";"helfende";"ADJA";"O";"O";"O";"O";"O"
"Hand";"NN";"O";"O";"Hand";"NN";"O";"O";"LOC";"O";"O"
"gebrauchen";"VVINF";"O";"O";"gebrauchen";"VVINF";"O";"O";"O";"O";"O"
"um";"KOUI";"O";"O";"um";"KOUI";"O";"O";"O";"O";"O"
"wenigstens";"ADV";"O";"O";"wenigstens";"ADV";"O";"O";"O";"O";"O"
"den";"ART";"O";"O";"den";"ART";"O";"O";"O";"O";"O"
"grössten";"ADJA";"O";"O";"grössten";"ADJA";"O";"O";"O";"O";"O"
"Teil";"NN";"O";"O";"Teil";"NN";"O";"O";"O";"O";"O"
"unsere";"PPOSAT";"O";"O";"unsere";"PPOSAT";"O";"O";"O";"O";"O"
"Möbel";"NN";"O";"O";"Möbel";"NN";"O";"O";"O";"O";"O"
"ins";"APPRART";"O";"O";"ins";"APPRART";"O";"O";"O";"O";"O"
"OG";"NN";"O";"O";"Og";"NN";"O";"O";"O";"O";"O"
"zu";"PTKZU";"O";"O";"zu";"PTKZU";"O";"O";"O";"O";"O"
"bekommen";"VVINF";"O";"O";"bekommen";"VVINF";"O";"O";"O";"O";"O"
"Bitte";"PTKANT";"O";"O";"Bitte";"PTKANT";"O";"O";"O";"O";"O"
"wer";"PWS";"O";"O";"wer";"PWS";"O";"O";"O";"O";"O"
"Zeit";"NN";"O";"O";"Zeit";"NN";"O";"O";"O";"O";"O"
"hat";"VAFIN";"O";"O";"hat";"VAFIN";"O";"O";"O";"O";"O"
"soll";"VMFIN";"O";"O";"soll";"VMFIN";"O";"O";"O";"O";"O"
"nach";"APPR";"O";"O";"nach";"APPR";"O";"O";"O";"O";"O"
"Holleben";"NN";"LOC";"O";"Holleben";"NN";"O";"O";"LOC";"LOC";"LOC"
"Benkendorf";"NE";"LOC";"O";"Benkendorf";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"kommen";"VVFIN";"O";"O";"kommen";"VVFIN";"O";"O";"O";"O";"O"
"Telefon";"NN";"O";"O";"Telefon";"NN";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"Die";"ART";"O";"O";"Die";"ART";"O";"O";"O";"O";"O"
"Stadt";"NN";"O";"O";"Stadt";"NN";"O";"O";"LOC";"O";"O"
"Bad";"NE";"LOC";"LOC";"Bad";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Dürrenberg";"NE";"LOC";"LOC";"Dürrenberg";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"sucht";"VVFIN";"O";"O";"sucht";"VVFIN";"O";"O";"O";"O";"O"
"freiwillige";"ADJA";"O";"O";"freiwillige";"ADJA";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"Telefon";"NN";"O";"O";"Telefon";"NN";"O";"O";"O";"O";"O"
"WICHTIG";"ADJD";"O";"LOC";"wichtig";"ADJD";"O";"O";"O";"O";"O"
"RT";"NN";"O";"O";"Rt";"NN";"O";"O";"O";"O";"O"
"StadtLeipzig";"NE";"LOC";"O";"StadtLeipzig";"NE";"O";"O";"O";"O";"O"
"Freiwillige";"NE";"O";"O";"Freiwillige";"NE";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"bitte";"ADV";"O";"O";"bitte";"ADV";"O";"O";"O";"O";"O"
"nicht";"PTKNEG";"O";"O";"nicht";"PTKNEG";"O";"O";"O";"O";"O"
"bei";"APPR";"O";"O";"bei";"APPR";"O";"O";"O";"O";"O"
"Bürgertelefon";"NN";"O";"O";"Bürgertelefon";"NN";"O";"O";"O";"O";"O"
"anrufen";"VVINF";"O";"O";"anrufen";"VVINF";"O";"O";"O";"O";"O"
"Medien-Falschmeldung";"NN";"O";"O";"Medien-Falschmeldung";"NN";"O";"O";"O";"O";"O"
"Infos";"NN";"O";"O";"Infos";"NN";"O";"O";"O";"O";"O"
"für";"APPR";"O";"O";"für";"APPR";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"kommen";"VVFIN";"O";"O";"kommen";"VVFIN";"O";"O";"O";"O";"O"
"Nachmittag";"NN";"O";"O";"Nachmittag";"NN";"O";"O";"O";"O";"O"
"Hochwasser";"NN";"O";"O";"Hochwasser";"NN";"O";"O";"O";"O";"O"
"Leipzig";"NE";"LOC";"LOC";"Leipzig";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"Auch";"ADV";"O";"O";"Auch";"ADV";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Raguhn";"NN";"LOC";"O";"Raguhn";"NN";"O";"O";"LOC";"LOC";"LOC"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"weiterhin";"ADV";"O";"O";"weiterhin";"ADV";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"zur";"APPRART";"O";"O";"zur";"APPRART";"O";"O";"O";"O";"O"
"Deichstabilisierung";"NN";"O";"O";"Deichstabilisierung";"NN";"O";"O";"O";"O";"O"
"gesucht";"VVPP";"O";"O";"gesucht";"VVPP";"O";"O";"O";"O";"O"
"Treffpunkt";"NN";"O";"O";"Treffpunkt";"NN";"O";"O";"O";"O";"O"
"Bahnhof";"NN";"O";"O";"Bahnhof";"NN";"O";"O";"O";"O";"O"
"an";"APPR";"O";"O";"an";"APPR";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Brückenstraße";"NN";"LOC";"LOC";"Brückenstraße";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Leipzig";"NE";"LOC";"LOC";"Leipzig";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"DRINGEND";"ADJA";"O";"O";"dringend";"ADJD";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"gesucht";"VVPP";"O";"O";"gesucht";"VVPP";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"Transporter";"NN";"O";"O";"Transporter";"NN";"O";"O";"O";"O";"O"
"für";"APPR";"O";"O";"für";"APPR";"O";"O";"O";"O";"O"
"den";"ART";"O";"O";"den";"ART";"O";"O";"O";"O";"O"
"Abtransport";"NN";"O";"O";"Abtransport";"NN";"O";"O";"O";"O";"O"
"von";"APPR";"O";"O";"von";"APPR";"O";"O";"O";"O";"O"
"Sandsäcken";"NN";"O";"O";"Sandsäcken";"NN";"O";"O";"O";"O";"O"
"auf";"APPR";"O";"O";"auf";"APPR";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Halbinsel";"NN";"LOC";"O";"Halbinsel";"NN";"O";"O";"O";"O";"O"
"Poch";"NE";"LOC";"O";"Poch";"NE";"O";"O";"O";"O";"O"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"dringend";"ADJD";"O";"O";"dringend";"ADJD";"O";"O";"O";"O";"O"
"Transportfahrzeuge";"NN";"O";"O";"Transportfahrzeuge";"NN";"O";"O";"O";"O";"O"
"gesucht";"VVPP";"O";"O";"gesucht";"VVPP";"O";"O";"O";"O";"O"
"Telefon";"NN";"O";"O";"Telefon";"NN";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"In";"APPR";"O";"O";"In";"APPR";"O";"O";"O";"O";"O"
"Magdeburg";"NE";"LOC";"LOC";"Magdeburg";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"können";"VMFIN";"O";"O";"können";"VMFIN";"O";"O";"O";"O";"O"
"sich";"PRF";"O";"O";"sich";"PRF";"O";"O";"O";"O";"O"
"freiwillige";"ADJA";"O";"O";"freiwillige";"ADJA";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"ab";"APPR";"O";"O";"ab";"APPR";"O";"O";"O";"O";"O"
"morgen";"ADV";"O";"O";"morgen";"ADV";"O";"O";"O";"O";"O"
"melden";"VVFIN";"O";"O";"melden";"VVFIN";"O";"O";"O";"O";"O"
"Telefon";"NN";"O";"O";"Telefon";"NN";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"In";"APPR";"O";"O";"In";"APPR";"O";"O";"O";"O";"O"
"Markkleeberg";"NE";"LOC";"LOC";"Markkleeberg";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"im";"APPRART";"O";"O";"im";"APPRART";"O";"O";"O";"O";"O"
"Keesschen";"ADJA";"LOC";"LOC";"Keesschen";"ADJA";"LOC";"LOC";"LOC";"LOC";"LOC"
"Park";"NN";"LOC";"LOC";"Park";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"dringend";"ADJD";"O";"O";"dringend";"ADJD";"O";"O";"O";"O";"O"
"starke";"ADJA";"O";"O";"starke";"ADJA";"O";"O";"O";"O";"O"
"Hände";"NN";"O";"O";"Hände";"NN";"O";"O";"O";"O";"O"
"gesucht";"VVPP";"O";"O";"gesucht";"VVPP";"O";"O";"O";"O";"O"
"zum";"APPRART";"O";"O";"zum";"APPRART";"O";"O";"O";"O";"O"
"Sandsäcke";"NN";"O";"O";"Sandsäcke";"NN";"O";"O";"O";"O";"O"
"füllen";"VVINF";"O";"O";"füllen";"VVINF";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"Die";"ART";"O";"O";"Die";"ART";"O";"O";"O";"O";"O"
"Stadtverwaltung";"NN";"O";"O";"Stadtverwaltung";"NN";"O";"O";"O";"O";"O"
"Halle";"NE";"O";"O";"Halle";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"bittet";"VVFIN";"O";"O";"bittet";"VVFIN";"O";"O";"O";"O";"O"
"um";"APPR";"O";"O";"um";"APPR";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"unter";"APPR";"O";"O";"unter";"APPR";"O";"O";"O";"O";"O"
"anderem";"PIS";"O";"O";"anderem";"PIS";"O";"O";"O";"O";"O"
"im";"APPRART";"O";"O";"im";"APPRART";"O";"O";"O";"O";"O"
"Bereich";"NN";"O";"O";"Bereich";"NN";"O";"O";"O";"O";"O"
"des";"ART";"O";"O";"des";"ART";"O";"O";"O";"O";"O"
"Gimritzer";"NN";"LOC";"O";"Gimritzer";"NN";"O";"O";"O";"O";"O"
"Dammes";"NE";"LOC";"O";"Dammes";"NE";"O";"O";"O";"O";"O"
"Freiwillige";"NE";"O";"O";"Freiwillige";"NE";"O";"O";"O";"O";"O"
"können";"VMFIN";"O";"O";"können";"VMFIN";"O";"O";"O";"O";"O"
"sich";"PRF";"O";"O";"sich";"PRF";"O";"O";"O";"O";"O"
"umgehend";"ADJD";"O";"O";"umgehend";"ADJD";"O";"O";"O";"O";"O"
"an";"APPR";"O";"O";"an";"APPR";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"mobilen";"ADJA";"O";"O";"mobilen";"ADJA";"O";"O";"O";"O";"O"
"Sandabfüllstation";"NN";"O";"O";"Sandabfüllstation";"NN";"O";"O";"O";"O";"O"
"am";"APPRART";"O";"O";"am";"APPRART";"O";"O";"O";"O";"O"
"Hubertusplatz";"NN";"LOC";"LOC";"Hubertusplatz";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"nahe";"APPR";"O";"O";"nahe";"APPR";"O";"O";"O";"O";"O"
"des";"ART";"O";"O";"des";"ART";"O";"O";"O";"O";"O"
"Waldkaters";"NN";"LOC";"O";"Waldkaters";"NN";"O";"O";"O";"O";"O"
"melden";"VVINF";"O";"O";"melden";"VVINF";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"Das";"ART";"O";"O";"Das";"ART";"O";"O";"O";"O";"O"
"Rathaus";"NN";"O";"O";"Rathaus";"NN";"O";"O";"LOC";"O";"O"
"bittet";"VVFIN";"O";"O";"bittet";"VVFIN";"O";"O";"O";"O";"O"
"alle";"PIDAT";"O";"O";"alle";"PIDAT";"O";"O";"O";"O";"O"
"Leipziger";"NN";"O";"O";"Leipziger";"NN";"O";"O";"O";"O";"O"
"beim";"APPRART";"O";"O";"beim";"APPRART";"O";"O";"O";"O";"O"
"Befüllen";"NN";"O";"O";"Befüllen";"NN";"O";"O";"O";"O";"O"
"von";"APPR";"O";"O";"von";"APPR";"O";"O";"O";"O";"O"
"Sandsäcken";"NN";"O";"O";"Sandsäcken";"NN";"O";"O";"O";"O";"O"
"zu";"PTKZU";"O";"O";"zu";"PTKZU";"O";"O";"O";"O";"O"
"helfen";"VVINF";"O";"O";"helfen";"VVINF";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"wird";"VAFIN";"O";"O";"wird";"VAFIN";"O";"O";"O";"O";"O"
"dringend";"ADJD";"O";"O";"dringend";"ADJD";"O";"O";"O";"O";"O"
"benötigt";"VVPP";"O";"O";"benötigt";"VVPP";"O";"O";"O";"O";"O"
"im";"APPRART";"O";"O";"im";"APPRART";"O";"O";"O";"O";"O"
"Kieswerk";"NN";"LOC";"LOC";"Kieswerk";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"Hirschfeld";"NE";"LOC";"LOC";"Hirschfeld";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Am";"APPRART";"LOC";"LOC";"Am";"APPRART";"LOC";"LOC";"LOC";"LOC";"LOC"
"Ochsenwinkel";"NE";"LOC";"LOC";"Ochsenwinkel";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Leipzig-Hirschfeld";"NE";"LOC";"LOC";"Leipzig-Hirschfeld";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"sowie";"KON";"O";"O";"sowie";"KON";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Flussmeisterei";"NN";"O";"LOC";"Flussmeisterei";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"Straße";"NN";"LOC";"LOC";"Straße";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"Am";"APPRART";"LOC";"LOC";"Am";"APPRART";"LOC";"LOC";"LOC";"LOC";"LOC"
"Teilungswehr";"NN";"LOC";"LOC";"Teilungswehr";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Leipzig-Großzschoc";"NE";"LOC";"LOC";"Leipzig-Großzschoc";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"Transporter";"NN";"O";"O";"Transporter";"NN";"O";"O";"O";"O";"O"
"für";"APPR";"O";"O";"für";"APPR";"O";"O";"O";"O";"O"
"Beförderung";"NN";"O";"O";"Beförderung";"NN";"O";"O";"O";"O";"O"
"von";"APPR";"O";"O";"von";"APPR";"O";"O";"O";"O";"O"
"Sandsäcken";"NN";"O";"O";"Sandsäcken";"NN";"O";"O";"O";"O";"O"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"dringend";"ADJD";"O";"O";"dringend";"ADJD";"O";"O";"O";"O";"O"
"benötigt";"VVPP";"O";"O";"benötigt";"VVPP";"O";"O";"O";"O";"O"
"Bitte";"PTKANT";"O";"O";"Bitte";"PTKANT";"O";"O";"O";"O";"O"
"wenden";"VVINF";"O";"O";"wenden";"VVINF";"O";"O";"O";"O";"O"
"an";"APPR";"O";"O";"an";"APPR";"O";"O";"O";"O";"O"
"Deutsche";"ADJA";"O";"O";"Deutsche";"ADJA";"O";"O";"O";"O";"O"
"Asphalt";"NN";"O";"O";"Asphalt";"NN";"O";"O";"O";"O";"O"
"GmbH";"NN";"O";"O";"GmbH";"NN";"O";"O";"O";"O";"O"
"AMA";"NE";"O";"O";"Ama";"NE";"O";"O";"O";"O";"O"
"Hirschfeld";"NE";"LOC";"O";"Hirschfeld";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Am";"APPRART";"LOC";"O";"Am";"APPRART";"O";"O";"O";"O";"O"
"Ochsenwinkel";"NN";"LOC";"O";"Ochsenwinkel";"NN";"O";"O";"O";"O";"O"
"Leipzig";"NE";"LOC";"O";"Leipzig";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Tel";"NE";"O";"O";"Tel";"NE";"O";"O";"O";"O";"O"
